player_name,team,position,player_pick
Joe Flacco,BAL,QB,125
Knile Davis,KCC,RB,126
Eddie Royal,CHI,WR,127
Adam Vinatieri,IND,PK,128
Colin Kaepernick,SFO,QB,129
David Cobb,TEN,RB,130
Markus Wheaton,PIT,WR,131
Darren Sproles,PHI,RB,132
Brian Quick,STL,WR,133
David Johnson,ARI,RB,134
Carson Palmer,ARI,QB,135
Austin Seferian-Jenkins,TBB,TE,136
Josh Hill,NOS,TE,137
Dorial Green-Beckham,TEN,WR,138
Jameis Winston,TBB,QB,139
Steven Hauschka,SEA,PK,140
Marcus Mariota,TEN,QB,141
Stevie Johnson,SDC,WR,142
Charles Sims,TBB,RB,143
Kenny Stills,MIA,WR,144
Reggie Bush,SFO,RB,145
Mason Crosby,GBP,PK,146
Justin Tucker,BAL,PK,147
Derek Carr,OAK,QB,148
Coby Fleener,IND,TE,149
Michael Crabtree,OAK,WR,150
Andy Dalton,CIN,QB,151
Donte Moncrief,IND,WR,152
Jay Ajayi,MIA,RB,153
Jay Cutler,CHI,QB,154
Cody Latimer,DEN,WR,155
Matt Jones,WAS,RB,156
Eric Ebron,DET,TE,157
Vernon Davis,DEN,TE,158
Cody Parkey,PHI,PK,159
Phillip Dorsett,IND,WR,160
Ronnie Hillman,DEN,RB,161
DeAngelo Williams,PIT,RB,162
Percy Harvin,BUF,WR,163
Dan Bailey,DAL,PK,164
Rueben Randle,NYG,WR,165
Doug Baldwin,SEA,WR,166
Blake Bortles,JAC,QB,167
Andre Williams,NYG,RB,168
Montee Ball,FA*,RB,169
Heath Miller,PIT,TE,170
Jerick McKinnon,MIN,RB,171
Marvin Jones,CIN,WR,172
Maxx Williams,BAL,TE,173
Jordan Reed,WAS,TE,174
Brandon McManus,DEN,PK,175
Tyler Lockett,SEA,WR,176
Larry Donnell,NYG,TE,177
Charles Clay,BUF,TE,178
Roy Helu,OAK,RB,179
Nick Foles,STL,QB,180
Jaelen Strong,HOU,WR,181
Richard Rodgers,GBP,TE,182
Ladarius Green,SDC,TE,183
Alex Smith,KCC,QB,184
Matt Bryant,ATL,PK,185
Christine Michael,SEA,RB,186
Fred Jackson,SEA,RB,187
Cameron Artis-Payne,CAR,RB,188
Reggie Wayne,FA*,WR,189
Brandon Coleman,NOS,WR,190
Matt Prater,DET,PK,191
Jonas Gray,JAC,RB,192
Ty Montgomery,GBP,WR,193
Javorius Allen,BAL,RB,194
Cordarrelle Patterson,MIN,WR,195
Sebastian Janikowski,OAK,PK,196
Connor Barth,TBB,PK,197
Denard Robinson,JAC,RB,198
Josh Scobee,FA,PK,199
Allen Hurns,JAC,WR,200
James Starks,GBP,RB,201
Dan Carpenter,BUF,PK,202
Blair Walsh,MIN,PK,203
Robert Griffin III,WAS,QB,204
Jeff Janis,GBP,WR,205
Tyrod Taylor,BUF,QB,206
Terrance West,BAL,RB,207
Jeremy Langford,CHI,RB,208
Kenny Britt,STL,WR,209
Dwayne Bowe,CLE,WR,210
Dan Herron,IND,RB,211
Chris Johnson,ARI,RB,212
Phil Dawson,SFO,PK,213
Malcom Floyd,SDC,WR,214
Tavon Austin,STL,WR,215
Chandler Catanzaro,ARI,PK,216
Khiry Robinson,NOS,RB,217
Greg Zuerlein,STL,PK,218
Nick Novak,HOU,PK,219
James White,NEP,RB,220
Danny Amendola,NEP,WR,221
Cole Beasley,DAL,WR,222
Mohamed Sanu,CIN,WR,223
Cecil Shorts,HOU,WR,224
Antonio Brown,PIT,WR,1
Odell Beckham,NYG,WR,2
Todd Gurley,RAM,RB,3
Julio Jones,ATL,WR,4
David Johnson,ARI,RB,5
Ezekiel Elliott,DAL,RB,6
A.J. Green,CIN,WR,7
Adrian Peterson,MIN,RB,8
DeAndre Hopkins,HOU,WR,9
Le'Veon Bell,PIT,RB,10
Rob Gronkowski,NEP,TE,11
Allen Robinson,JAC,WR,12
Lamar Miller,HOU,RB,13
Dez Bryant,DAL,WR,14
Cam Newton,CAR,QB,15
Devonta Freeman,ATL,RB,16
Aaron Rodgers,GBP,QB,17
Jordy Nelson,GBP,WR,18
Mike Evans,TBB,WR,19
Keenan Allen,SDC,WR,20
Brandon Marshall,NYJ,WR,21
Amari Cooper,OAK,WR,22
Eddie Lacy,GBP,RB,23
Jamaal Charles,KCC,RB,24
Alshon Jeffery,CHI,WR,25
Mark Ingram,NOS,RB,26
Brandin Cooks,NOS,WR,27
Doug Martin,TBB,RB,28
LeSean McCoy,BUF,RB,29
T.Y. Hilton,IND,WR,30
Sammy Watkins,BUF,WR,31
Russell Wilson,SEA,QB,32
Andrew Luck,IND,QB,33
Demaryius Thomas,DEN,WR,34
C.J. Anderson,DEN,RB,35
Jordan Reed,WAS,TE,36
Jarvis Landry,MIA,WR,37
Thomas Rawls,SEA,RB,38
Randall Cobb,GBP,WR,39
Julian Edelman,NEP,WR,40
Kelvin Benjamin,CAR,WR,41
Latavius Murray,OAK,RB,42
Carlos Hyde,SFO,RB,43
Greg Olsen,CAR,TE,44
Matt Forte,NYJ,RB,45
Doug Baldwin,SEA,WR,46
Ben Roethlisberger,PIT,QB,47
Drew Brees,NOS,QB,48
DeMarco Murray,TEN,RB,49
Jeremy Maclin,KCC,WR,50
Golden Tate,DET,WR,51
Donte Moncrief,IND,WR,52
Travis Kelce,KCC,TE,53
Tom Brady,NEP,QB,54
Jeremy Hill,CIN,RB,55
Eric Decker,NYJ,WR,56
Michael Floyd,NEP,WR,57
Jeremy Langford,CHI,RB,58
Larry Fitzgerald,ARI,WR,59
Jonathan Stewart,CAR,RB,60
Melvin Gordon,SDC,RB,61
Delanie Walker,TEN,TE,62
Jordan Matthews,PHI,WR,63
Ryan Mathews,PHI,RB,64
Blake Bortles,JAC,QB,65
Carson Palmer,ARI,QB,66
Emmanuel Sanders,DEN,WR,67
Allen Hurns,JAC,WR,68
Coby Fleener,NOS,TE,69
Duke Johnson,CLE,RB,70
Giovani Bernard,CIN,RB,71
Matt Jones,WAS,RB,72
Tyler Lockett,SEA,WR,73
Josh Gordon,CLE,WR,74
Arian Foster,FA,RB,75
Eli Manning,NYG,QB,76
Danny Woodhead,SDC,RB,77
John Brown,ARI,WR,78
Marvin Jones,DET,WR,79
Tyler Eifert,CIN,TE,80
DeVante Parker,MIA,WR,81
DeSean Jackson,WAS,WR,82
Ameer Abdullah,DET,RB,83
Michael Crabtree,OAK,WR,84
Sterling Shepard,NYG,WR,85
Frank Gore,IND,RB,86
DeAngelo Williams,PIT,RB,87
Dion Lewis,NEP,RB,88
Derrick Henry,TEN,RB,89
Gary Barnidge,CLE,TE,90
Philip Rivers,SDC,QB,91
Kevin White,CHI,WR,92
Julius Thomas,JAC,TE,93
Zach Ertz,PHI,TE,94
T.J. Yeldon,JAC,RB,95
Rashad Jennings,NYG,RB,96
Stephen Gostkowski,NEP,PK,97
Jameis Winston,TBB,QB,98
Jay Ajayi,MIA,RB,99
Stefon Diggs,MIN,WR,100
Jimmy Graham,SEA,TE,101
Chris Ivory,JAC,RB,102
Kirk Cousins,WAS,QB,103
Matthew Stafford,DET,QB,104
Corey Coleman,CLE,WR,105
Martellus Bennett,NEP,TE,106
LeGarrette Blount,NEP,RB,107
Willie Snead,NOS,WR,108
Antonio Gates,SDC,TE,109
Tavon Austin,RAM,WR,110
Charles Sims,TBB,RB,111
Justin Forsett,DEN,RB,112
Ladarius Green,PIT,TE,113
Matt Ryan,ATL,QB,114
Tyrod Taylor,BUF,QB,115
Tevin Coleman,ATL,RB,116
Devin Funchess,CAR,WR,117
Marcus Mariota,TEN,QB,118
Spencer Ware,KCC,RB,119
Jason Witten,DAL,TE,120
Andy Dalton,CIN,QB,121
Travis Benjamin,SDC,WR,122
Markus Wheaton,PIT,WR,123
Michael Thomas,NOS,WR,124
Dwayne Allen,IND,TE,125
Isaiah Crowell,CLE,RB,126
Laquon Treadwell,MIN,WR,127
Torrey Smith,SFO,WR,128
Theo Riddick,DET,RB,129
Steven Hauschka,SEA,PK,130
Eric Ebron,DET,TE,131
Vincent Jackson,TBB,WR,132
Dak Prescott,DAL,QB,133
Jared Cook,GBP,TE,134
James White,NEP,RB,135
Christine Michael,GBP,RB,136
Kamar Aiken,BAL,WR,137
Eli Rogers,PIT,WR,138
Alex Smith,KCC,QB,139
Davante Adams,GBP,WR,140
Malcolm Mitchell,NEP,WR,141
Mohamed Sanu,ATL,WR,142
Will Fuller,HOU,WR,143
Devontae Booker,DEN,RB,144
Dorial Green-Beckham,PHI,WR,145
Chris Hogan,NEP,WR,146
Brock Osweiler,HOU,QB,147
Paul Perkins,NYG,RB,148
DeAndre Washington,OAK,RB,149
Cole Beasley,DAL,WR,150
Bilal Powell,NYJ,RB,151
Graham Gano,CAR,PK,152
Dan Bailey,DAL,PK,153
Sammie Coates,PIT,WR,154
Mason Crosby,GBP,PK,155
Ryan Tannehill,MIA,QB,156
Justin Tucker,BAL,PK,157
Josh Doctson,WAS,WR,158
Tyler Boyd,CIN,WR,159
Steve Smith,FA,WR,160
C.J. Prosise,SEA,RB,161
Kenneth Dixon,BAL,RB,162
Tajae Sharpe,TEN,WR,163
Matt Bryant,ATL,PK,164
Tony Romo,DAL,QB,165
Zach Miller,CHI,TE,166
Phillip Dorsett,IND,WR,167
Darren Sproles,PHI,RB,168
Ryan Fitzpatrick,NYJ,QB,169
Jerick McKinnon,MIN,RB,170
Rishard Matthews,TEN,WR,171
Chris Boswell,PIT,PK,172
Robbie Gould,NYG,PK,173
Chandler Catanzaro,ARI,PK,174
Alfred Morris,DAL,RB,175
Joe Flacco,BAL,QB,176
James Starks,GBP,RB,177
Jordan Howard,CHI,RB,178
Charcandrick West,KCC,RB,179
Austin Seferian-Jenkins,NYJ,TE,180
Cairo Santos,KCC,PK,181
Breshad Perriman,BAL,WR,182
Sebastian Janikowski,OAK,PK,183
Terrance West,BAL,RB,184
Charles Clay,BUF,TE,185
Jared Goff,RAM,QB,186
Terrance Williams,DAL,WR,187
Adam Vinatieri,IND,PK,188
Matt Prater,DET,PK,189
Jesse James,PIT,TE,190
Jay Cutler,CHI,QB,191
Brandon McManus,DEN,PK,192
Mike Wallace,BAL,WR,193
Clive Walford,OAK,TE,194
Karlos Williams,PIT,RB,195
Blair Walsh,FA,PK,196
Will Tye,NYG,TE,197
Richard Rodgers,GBP,TE,198
Robert Griffin III,CLE,QB,199
Kyle Rudolph,MIN,TE,200
Ted Ginn Jr.,CAR,WR,201
Pierre Garcon,WAS,WR,202
Victor Cruz,NYG,WR,203
Shane Vereen,NYG,RB,204
Javorius Allen,BAL,RB,205
Nelson Agholor,PHI,WR,206
Kenny Stills,MIA,WR,207
Roberto Aguayo,TBB,PK,208
Jermaine Kearse,SEA,WR,209
Anquan Boldin,DET,WR,210
Chris Johnson,ARI,RB,211
Terrelle Pryor,CLE,WR,212
Darren McFadden,DAL,RB,213
Jordan Cameron,MIA,TE,214
Sam Bradford,MIN,QB,215
Wendell Smallwood,PHI,RB,216
Danny Amendola,NEP,WR,217
Vance McDonald,SFO,TE,218
Virgil Green,DEN,TE,219
Josh Brown,FA,PK,220
Braxton Miller,HOU,WR,221
Chris Thompson,WAS,RB,222
C.J. Spiller,FA,RB,223
Tim Hightower,NOS,RB,224
Shaun Draughn,SFO,RB,225
Cameron Artis-Payne,CAR,RB,226
David Johnson,ARI,RB,1
Le'Veon Bell,PIT,RB,2
Antonio Brown,PIT,WR,3
Odell Beckham,NYG,WR,4
Julio Jones,ATL,WR,5
Mike Evans,TBB,WR,6
Melvin Gordon,LAC,RB,7
Devonta Freeman,ATL,RB,8
A.J. Green,CIN,WR,9
LeSean McCoy,BUF,RB,10
Aaron Rodgers,GBP,QB,11
Ezekiel Elliott,DAL,RB,12
Jordy Nelson,GBP,WR,13
Michael Thomas,NOS,WR,14
Jordan Howard,CHI,RB,15
Todd Gurley,LAR,RB,16
Rob Gronkowski,NEP,TE,17
Amari Cooper,OAK,WR,18
Jay Ajayi,PHI,RB,19
Tom Brady,NEP,QB,20
Dez Bryant,DAL,WR,21
DeMarco Murray,TEN,RB,22
Brandin Cooks,NEP,WR,23
Leonard Fournette,JAC,RB,24
T.Y. Hilton,IND,WR,25
Doug Baldwin,SEA,WR,26
Christian McCaffrey,CAR,RB,27
Drew Brees,NOS,QB,28
DeAndre Hopkins,HOU,WR,29
Lamar Miller,HOU,RB,30
Travis Kelce,KCC,TE,31
Dalvin Cook,MIN,RB,32
Demaryius Thomas,DEN,WR,33
Keenan Allen,LAC,WR,34
Matt Ryan,ATL,QB,35
Marshawn Lynch,OAK,RB,36
Isaiah Crowell,CLE,RB,37
Terrelle Pryor,WAS,WR,38
Alshon Jeffery,PHI,WR,39
Joe Mixon,CIN,RB,40
Davante Adams,GBP,WR,41
Tyreek Hill,KCC,WR,42
Ty Montgomery,GBP,RB,43
Carlos Hyde,SFO,RB,44
Allen Robinson,JAC,WR,45
Jordan Reed,WAS,TE,46
Greg Olsen,CAR,TE,47
Kareem Hunt,KCC,RB,48
Russell Wilson,SEA,QB,49
Michael Crabtree,OAK,WR,50
Mark Ingram,NOS,RB,51
Golden Tate,DET,WR,52
Jarvis Landry,MIA,WR,53
Derek Carr,OAK,QB,54
Kelvin Benjamin,BUF,WR,55
Martavis Bryant,PIT,WR,56
Sammy Watkins,LAR,WR,57
C.J. Anderson,DEN,RB,58
Jimmy Graham,SEA,TE,59
Stefon Diggs,MIN,WR,60
Larry Fitzgerald,ARI,WR,61
Ameer Abdullah,DET,RB,62
Cam Newton,CAR,QB,63
Jameis Winston,TBB,QB,64
Marcus Mariota,TEN,QB,65
Tyler Eifert,CIN,TE,66
Jamison Crowder,WAS,WR,67
Bilal Powell,NYJ,RB,68
Tevin Coleman,ATL,RB,69
Andrew Luck,IND,QB,70
Kirk Cousins,WAS,QB,71
Doug Martin,TBB,RB,72
DeVante Parker,MIA,WR,73
Ben Roethlisberger,PIT,QB,74
Emmanuel Sanders,DEN,WR,75
Adrian Peterson,ARI,RB,76
Mike Gillislee,NEP,RB,77
Derrick Henry,TEN,RB,78
Kyle Rudolph,MIN,TE,79
Dak Prescott,DAL,QB,80
Brandon Marshall,NYG,WR,81
Delanie Walker,TEN,TE,82
Zach Ertz,PHI,TE,83
Willie Snead,NOS,WR,84
Martellus Bennett,NEP,TE,85
Danny Woodhead,BAL,RB,86
LeGarrette Blount,PHI,RB,87
Paul Perkins,NYG,RB,88
Randall Cobb,GBP,WR,89
Eddie Lacy,SEA,RB,90
DeSean Jackson,TBB,WR,91
Pierre Garcon,SFO,WR,92
Hunter Henry,LAC,TE,93
Matthew Stafford,DET,QB,94
Donte Moncrief,IND,WR,95
Frank Gore,IND,RB,96
Philip Rivers,LAC,QB,97
Rob Kelley,WAS,RB,98
Corey Davis,TEN,WR,99
Jeremy Maclin,BAL,WR,100
Adam Thielen,MIN,WR,101
Chris Hogan,NEP,WR,102
Stephen Gostkowski,NEP,PK,103
Eric Decker,TEN,WR,104
Tyrell Williams,LAC,WR,105
Terrance West,BAL,RB,106
Theo Riddick,DET,RB,107
Corey Coleman,CLE,WR,108
Darren McFadden,FA,RB,109
JuJu Smith-Schuster,PIT,WR,110
Alvin Kamara,NOS,RB,111
Justin Tucker,BAL,PK,112
Jared Goff,LAR,QB,113
Carson Wentz,PHI,QB,114
Duke Johnson,CLE,RB,115
Andy Dalton,CIN,QB,116
Eric Ebron,DET,TE,117
Eli Manning,NYG,QB,118
Thomas Rawls,SEA,RB,119
Kai Forbath,MIN,PK,120
Blake Bortles,JAC,QB,121
Jordan Matthews,BUF,WR,122
O.J. Howard,TBB,TE,123
Jonathan Stewart,CAR,RB,124
James White,NEP,RB,125
Marvin Jones,DET,WR,126
John Brown,ARI,WR,127
Alex Smith,WAS,QB,128
Samaje Perine,WAS,RB,129
Matt Bryant,ATL,PK,130
Rishard Matthews,TEN,WR,131
Jack Doyle,IND,TE,132
Latavius Murray,MIN,RB,133
Ted Ginn Jr.,NOS,WR,134
Jerick McKinnon,MIN,RB,135
Robert Woods,LAR,WR,136
Tyrod Taylor,BUF,QB,137
C.J. Prosise,SEA,RB,138
Matt Forte,NYJ,RB,139
Austin Hooper,ATL,TE,140
Kenny Britt,NEP,WR,141
Carson Palmer,ARI,QB,142
Jason Witten,DAL,TE,143
Cooper Kupp,LAR,WR,144
Danny Amendola,NEP,WR,145
Dion Lewis,NEP,RB,146
Mike Wallace,BAL,WR,147
Rex Burkhead,NEP,RB,148
Dan Bailey,DAL,PK,149
Kevin White,CHI,WR,150
Sterling Shepard,NYG,WR,151
Zay Jones,BUF,WR,152
Jamaal Williams,GBP,RB,153
Evan Engram,NYG,TE,154
Jacquizz Rodgers,TBB,RB,155
Coby Fleener,NOS,TE,156
Jeremy Hill,CIN,RB,157
Josh Doctson,WAS,WR,158
Mohamed Sanu,ATL,WR,159
Deshaun Watson,HOU,QB,160
Jamaal Charles,DEN,RB,161
Mason Crosby,GBP,PK,162
Wil Lutz,NOS,PK,163
Jesse James,PIT,TE,164
Chris Boswell,PIT,PK,165
Devin Funchess,CAR,WR,166
Darren Sproles,PHI,RB,167
Mike Williams,LAC,WR,168
Joe Flacco,BAL,QB,169
Julius Thomas,MIA,TE,170
David Njoku,CLE,TE,171
Marqise Lee,JAC,WR,172
John Ross,CIN,WR,173
Dede Westbrook,JAC,WR,174
Sam Bradford,MIN,QB,175
Nelson Agholor,PHI,WR,176
Giovani Bernard,CIN,RB,177
Adam Vinatieri,IND,PK,178
D'Onta Foreman,HOU,RB,179
Cole Beasley,DAL,WR,180
Jay Cutler,MIA,QB,181
Marlon Mack,IND,RB,182
Tyler Lockett,SEA,WR,183
Cameron Brate,TBB,TE,184
Graham Gano,CAR,PK,185
Matt Prater,DET,PK,186
Taylor Gabriel,ATL,WR,187
Sebastian Janikowski,OAK,PK,188
Charles Clay,BUF,TE,189
Allen Hurns,JAC,WR,190
Joe Williams,SFO,RB,191
Kenny Golladay,DET,WR,192
Steven Hauschka,BUF,PK,193
Robby Anderson,NYJ,WR,194
Jonathan Williams,NOS,RB,195
James Conner,PIT,RB,196
Breshad Perriman,BAL,WR,197
Will Fuller,HOU,WR,198
C.J. Fiedorowicz,HOU,TE,199
Brandon McManus,DEN,PK,200
Blair Walsh,SEA,PK,201
Vance McDonald,PIT,TE,202
Cairo Santos,CHI,PK,203
Jared Cook,OAK,TE,204
Antonio Gates,LAC,TE,205
Brian Hoyer,NEP,QB,206
Mitchell Trubisky,CHI,QB,207
DeShone Kizer,CLE,QB,208
Caleb Sturgis,PHI,PK,209
Kenny Stills,MIA,WR,210
Dustin Hopkins,WAS,PK,211
DeAndre Washington,OAK,RB,212
Wendell Smallwood,PHI,RB,213
Dwayne Allen,NEP,TE,214
Charcandrick West,KCC,RB,215
T.J. Yeldon,JAC,RB,216
Tavon Austin,LAR,WR,217
Curtis Samuel,CAR,WR,218
Chris Carson,SEA,RB,219
Trevor Siemian,DEN,QB,220
Chris Thompson,WAS,RB,221
Torrey Smith,PHI,WR,222
J.J. Nelson,ARI,WR,223
Shane Vereen,NYG,RB,224
Malcolm Mitchell,NEP,WR,225
Charles Sims,TBB,RB,226
Devontae Booker,DEN,RB,227
Kendall Wright,CHI,WR,228
Tarik Cohen,CHI,RB,229
Alfred Morris,DAL,RB,230
Le'Veon Bell,PIT,RB,1
Ezekiel Elliott,DAL,RB,2
David Johnson,ARI,RB,3
Antonio Brown,PIT,WR,4
Alvin Kamara,NOS,RB,5
Saquon Barkley,NYG,RB,6
Todd Gurley,LAR,RB,7
DeAndre Hopkins,HOU,WR,8
Leonard Fournette,JAC,RB,9
Odell Beckham,NYG,WR,10
Kareem Hunt,FA*,RB,11
Melvin Gordon,LAC,RB,12
Dalvin Cook,MIN,RB,13
Julio Jones,ATL,WR,14
Christian McCaffrey,CAR,RB,15
Michael Thomas,NOS,WR,16
Davante Adams,GBP,WR,17
Keenan Allen,LAC,WR,18
Aaron Rodgers,GBP,QB,19
Rob Gronkowski,NEP,TE,20
Mike Evans,TBB,WR,21
Joe Mixon,CIN,RB,22
Travis Kelce,KCC,TE,23
Tyreek Hill,KCC,WR,24
Jordan Howard,CHI,RB,25
Stefon Diggs,MIN,WR,26
LeSean McCoy,BUF,RB,27
T.Y. Hilton,IND,WR,28
Deshaun Watson,HOU,QB,29
Amari Cooper,DAL,WR,30
Adam Thielen,MIN,WR,31
Zach Ertz,PHI,TE,32
Jarvis Landry,CLE,WR,33
Tom Brady,NEP,QB,34
JuJu Smith-Schuster,PIT,WR,35
Russell Wilson,SEA,QB,36
Larry Fitzgerald,ARI,WR,37
Doug Baldwin,SEA,WR,38
Brandin Cooks,LAR,WR,39
Kenyan Drake,MIA,RB,40
Allen Robinson,CHI,WR,41
Derrick Henry,TEN,RB,42
Lamar Miller,HOU,RB,43
Cam Newton,CAR,QB,44
Royce Freeman,DEN,RB,45
Jimmy Graham,GBP,TE,46
Golden Tate,PHI,WR,47
Chris Hogan,NEP,WR,48
Drew Brees,NOS,QB,49
Evan Engram,NYG,TE,50
Mark Ingram,NOS,RB,51
Corey Davis,TEN,WR,52
Alshon Jeffery,PHI,WR,53
Carson Wentz,PHI,QB,54
Sony Michel,NEP,RB,55
Jamaal Williams,GBP,RB,56
Sammy Watkins,KCC,WR,57
Dion Lewis,TEN,RB,58
Julian Edelman,NEP,WR,59
Kirk Cousins,MIN,QB,60
Tevin Coleman,ATL,RB,61
Michael Crabtree,BAL,WR,62
Rex Burkhead,NEP,RB,63
Carlos Hyde,JAC,RB,64
Kyle Rudolph,MIN,TE,65
Andrew Luck,IND,QB,66
Rashaad Penny,SEA,RB,67
Marquise Goodwin,SFO,WR,68
Jordy Nelson,OAK,WR,69
Matthew Stafford,DET,QB,70
Robert Woods,LAR,WR,71
Trey Burton,CHI,TE,72
Ben Roethlisberger,PIT,QB,73
Tarik Cohen,CHI,RB,74
Devin Funchess,CAR,WR,75
Philip Rivers,LAC,QB,76
Duke Johnson,CLE,RB,77
Matt Ryan,ATL,QB,78
Marlon Mack,IND,RB,79
Ronald Jones,TBB,RB,80
Jared Goff,LAR,QB,81
DeVante Parker,MIA,WR,82
Robby Anderson,NYJ,WR,83
Chris Thompson,WAS,RB,84
Jamison Crowder,WAS,WR,85
Adrian Peterson,WAS,RB,86
Patrick Mahomes,KCC,QB,87
Nelson Agholor,PHI,WR,88
Chris Carson,SEA,RB,89
Randall Cobb,GBP,WR,90
David Njoku,CLE,TE,91
Sterling Shepard,NYG,WR,92
Peyton Barber,TBB,RB,93
Kenny Stills,MIA,WR,94
Nick Chubb,CLE,RB,95
Justin Tucker,BAL,PK,96
Dak Prescott,DAL,QB,97
Marcus Mariota,TEN,QB,98
James White,NEP,RB,99
Alfred Morris,SFO,RB,100
Kelvin Benjamin,KCC,WR,101
Stephen Gostkowski,NEP,PK,102
D.J. Moore,CAR,WR,103
Calvin Ridley,ATL,WR,104
Derek Carr,OAK,QB,105
Keelan Cole,JAC,WR,106
Greg Zuerlein,LAR,PK,107
George Kittle,SFO,TE,108
Mike Williams,LAC,WR,109
Giovani Bernard,CIN,RB,110
C.J. Anderson,LAR,RB,111
Devontae Booker,DEN,RB,112
Jameis Winston,TBB,QB,113
Kenny Golladay,DET,WR,114
Josh Doctson,WAS,WR,115
Latavius Murray,MIN,RB,116
Ty Montgomery,BAL,RB,117
Mitchell Trubisky,CHI,QB,118
Michael Gallup,DAL,WR,119
Blake Bortles,JAC,QB,120
Harrison Butker,KCC,PK,121
Tyler Lockett,SEA,WR,122
Ted Ginn Jr.,NOS,WR,123
Mohamed Sanu,ATL,WR,124
Wil Lutz,NOS,PK,125
Eli Manning,NYG,QB,126
Anthony Miller,CHI,WR,127
Case Keenum,DEN,QB,128
D'Onta Foreman,HOU,RB,129
Baker Mayfield,CLE,QB,130
Chris Boswell,PIT,PK,131
DeSean Jackson,TBB,WR,132
Chris Godwin,TBB,WR,133
Mike Gesicki,MIA,TE,134
Eric Ebron,IND,TE,135
Courtland Sutton,DEN,WR,136
Matt Bryant,ATL,PK,137
Lamar Jackson,BAL,QB,138
Nyheim Hines,IND,RB,139
Jake Elliott,PHI,PK,140
Josh Rosen,ARI,QB,141
Jared Cook,OAK,TE,142
Sam Darnold,NYJ,QB,143
Theo Riddick,DET,RB,144
John Ross,CIN,WR,145
Robbie Gould,SFO,PK,146
Tyrell Williams,LAC,WR,147
James Conner,PIT,RB,148
Jordan Wilkins,IND,RB,149
Tyrod Taylor,CLE,QB,150
Vance McDonald,PIT,TE,151
Cameron Brate,TBB,TE,152
Ryan Tannehill,MIA,QB,153
Javorius Allen,BAL,RB,154
Charles Clay,BUF,TE,155
Matt Prater,DET,PK,156
Doug Martin,OAK,RB,157
Hayden Hurst,BAL,TE,158
Austin Hooper,ATL,TE,159
Dede Westbrook,JAC,WR,160
LeGarrette Blount,DET,RB,161
James Washington,PIT,WR,162
Joe Flacco,BAL,QB,163
John Brown,BAL,WR,164
T.J. Yeldon,JAC,RB,165
Adam Vinatieri,IND,PK,166
Dan Bailey,MIN,PK,167
Antonio Gates,LAC,TE,168
Austin Ekeler,LAC,RB,169
Mason Crosby,GBP,PK,170
Kalen Ballage,MIA,RB,171
Ricky Seals-Jones,ARI,TE,172
Spencer Ware,KCC,RB,173
Josh Allen,BUF,QB,174
Dallas Goedert,PHI,TE,175
Danny Amendola,MIA,WR,176
Donte Moncrief,JAC,WR,177
Ben Watson,NOS,TE,178
Daniel Carlson,OAK,PK,179
Sam Bradford,FA,QB,180
Chris Ivory,BUF,RB,181
Brandon McManus,DEN,PK,182
Ryan Succop,TEN,PK,183
Kenneth Dixon,BAL,RB,184
Samaje Perine,WAS,RB,185
Tre'Quan Smith,NOS,WR,186
John Kelly,LAR,RB,187
Cole Beasley,DAL,WR,188
Chase Edmonds,ARI,RB,189
Nick Vannett,SEA,TE,190
Taywan Taylor,TEN,WR,191
Vernon Davis,WAS,TE,192
Ryan Grant,IND,WR,193
Mike Wallace,PHI,WR,194
Rod Smith,DAL,RB,195
Ameer Abdullah,MIN,RB,196
Jermaine Kearse,NYJ,WR,197
Darren Sproles,PHI,RB,198
